"","shRNAname","label","score"
"Hras_22_sas","Hras_22_sas",0,-6.17822598511088
"Hras_220_sas","Hras_220_sas",0,-7.81326805050861
"Hras_221_sas","Hras_221_sas",0,-5.88771107866648
"Hras_222_sas","Hras_222_sas",0,-5.38672416126933
"Hras_223_sas","Hras_223_sas",0,-5.61272539301374
"Hras_224_sas","Hras_224_sas",0,-8.22360620078634
"Hras_225_sas","Hras_225_sas",0,-5.79830991683381
"Hras_226_sas","Hras_226_sas",0,-9.03976322535564
"Hras_227_sas","Hras_227_sas",0,-7.86507583658666
"Hras_228_sas","Hras_228_sas",0,-4.32521563623785
"Hras_229_sas","Hras_229_sas",0,-7.87728719166268
"Hras_23_sas","Hras_23_sas",0,-5.49042680318987
"Hras_230_sas","Hras_230_sas",0,-8.38098334769105
"Hras_231_sas","Hras_231_sas",0,-8.89486233357707
"Hras_232_sas","Hras_232_sas",0,-9.59707061943157
"Hras_233_sas","Hras_233_sas",0,-9.59558745467257
"Hras_234_sas","Hras_234_sas",0,-6.95689216454253
"Hras_235_sas","Hras_235_sas",0,-7.84365659493956
"Hras_236_sas","Hras_236_sas",0,-10.0889214352135
"Hras_237_sas","Hras_237_sas",0,-6.22470330749279
"Hras_238_sas","Hras_238_sas",0,-8.93927993848262
"Hras_239_sas","Hras_239_sas",0,-6.67694286091099
"Hras_24_sas","Hras_24_sas",1,-2.30902664359479
"Hras_240_sas","Hras_240_sas",0,-8.10584910682168
"Hras_241_sas","Hras_241_sas",1,-1.82704501326215
"Hras_242_sas","Hras_242_sas",0,-7.54034174813532
"Hras_243_sas","Hras_243_sas",0,-9.67398042214383
"Hras_244_sas","Hras_244_sas",0,-8.50365601367543
"Hras_245_sas","Hras_245_sas",0,-7.9313186787794
"Hras_246_sas","Hras_246_sas",0,-6.55279059063872
"Hras_247_sas","Hras_247_sas",0,-8.72455819796528
"Hras_248_sas","Hras_248_sas",0,-8.03338096619346
"Hras_249_sas","Hras_249_sas",0,-9.22137457711255
"Hras_25_sas","Hras_25_sas",0,-7.47125725266962
"Hras_250_sas","Hras_250_sas",0,-4.65721437766302
"Hras_251_sas","Hras_251_sas",0,-9.20449446721155
"Hras_252_sas","Hras_252_sas",0,-8.54983827742982
"Hras_253_sas","Hras_253_sas",0,-6.8703647195834
"Hras_254_sas","Hras_254_sas",0,-7.92404247949254
"Hras_255_sas","Hras_255_sas",0,-7.94849727973301
"Hras_256_sas","Hras_256_sas",0,-7.18995990882327
"Hras_257_sas","Hras_257_sas",0,-7.28983474798963
"Hras_258_sas","Hras_258_sas",0,-8.26675612398344
"Hras_259_sas","Hras_259_sas",0,-4.70368446927625
"Hras_26_sas","Hras_26_sas",0,-4.56206065591459
"Hras_260_sas","Hras_260_sas",0,-3.84786694824878
"Hras_261_sas","Hras_261_sas",0,-6.16973944580902
"Hras_262_sas","Hras_262_sas",0,-8.34872815423108
"Hras_263_sas","Hras_263_sas",0,-6.40226720149761
"Hras_264_sas","Hras_264_sas",0,-7.51083702142919
"Hras_265_sas","Hras_265_sas",0,-7.99596018725188
"Hras_266_sas","Hras_266_sas",1,-1.68475038142048
"Hras_267_sas","Hras_267_sas",0,-8.52842468129631
"Hras_268_sas","Hras_268_sas",1,-2.77274332228519
"Hras_269_sas","Hras_269_sas",0,-8.42587452070803
"Hras_27_sas","Hras_27_sas",0,-6.17960024256682
"Hras_270_sas","Hras_270_sas",1,0.613085384932619
"Hras_271_sas","Hras_271_sas",0,-8.77211245517865
"Hras_272_sas","Hras_272_sas",1,2.31575261393464
"Hras_273_sas","Hras_273_sas",0,-7.75853588662474
"Hras_274_sas","Hras_274_sas",0,-7.4984353259289
"Hras_275_sas","Hras_275_sas",0,-5.4078148078047
"Hras_276_sas","Hras_276_sas",0,-8.99719329331989
"Hras_277_sas","Hras_277_sas",0,-4.94088271866796
"Hras_278_sas","Hras_278_sas",0,-4.09446298168618
"Hras_279_sas","Hras_279_sas",0,-5.04603927666644
"Hras_28_sas","Hras_28_sas",0,-6.37462046951116
"Hras_280_sas","Hras_280_sas",0,-9.46906758851561
"Hras_281_sas","Hras_281_sas",1,-2.68010153242039
"Hras_282_sas","Hras_282_sas",0,-8.39444836081366
"Hras_283_sas","Hras_283_sas",0,-8.71309142031985
"Hras_284_sas","Hras_284_sas",0,-5.36989030488663
"Hras_285_sas","Hras_285_sas",0,-3.89445758719819
"Hras_286_sas","Hras_286_sas",0,-5.24792751344359
"Hras_287_sas","Hras_287_sas",0,-3.87893832987395
"Hras_288_sas","Hras_288_sas",1,-2.6749035637314
"Hras_289_sas","Hras_289_sas",0,-6.10472668281447
"Hras_29_sas","Hras_29_sas",0,-6.19963896225448
"Hras_290_sas","Hras_290_sas",0,-6.05342166019868
"Hras_291_sas","Hras_291_sas",0,-4.44386416926081
"Hras_292_sas","Hras_292_sas",0,-7.39781692225339
"Hras_293_sas","Hras_293_sas",1,0.112278502724885
"Hras_294_sas","Hras_294_sas",0,-4.44526919510054
"Hras_295_sas","Hras_295_sas",0,-5.05472956842584
"Hras_296_sas","Hras_296_sas",0,-3.69252471115736
"Hras_297_sas","Hras_297_sas",0,-5.00419616735119
"Hras_298_sas","Hras_298_sas",1,-0.658034057961734
"Hras_299_sas","Hras_299_sas",1,3.52614673333865
"Hras_30_sas","Hras_30_sas",0,-8.21933908155297
"Hras_300_sas","Hras_300_sas",1,-2.2122331282999
"Hras_301_sas","Hras_301_sas",1,-0.383212329001361
"Hras_302_sas","Hras_302_sas",1,1.99386194658702
"Hras_303_sas","Hras_303_sas",1,2.12692032754799
"Hras_304_sas","Hras_304_sas",1,2.66214425473191
"Hras_305_sas","Hras_305_sas",1,0.592317944497344
"Hras_306_sas","Hras_306_sas",1,-0.787254888588707
"Hras_307_sas","Hras_307_sas",1,-1.33461216660107
"Hras_308_sas","Hras_308_sas",0,-8.24077359510164
"Hras_309_sas","Hras_309_sas",1,0.578041793263068
"Hras_31_sas","Hras_31_sas",0,-8.6376303192516
"Hras_310_sas","Hras_310_sas",1,0.323102156343337
"Hras_311_sas","Hras_311_sas",1,0.738708142215264
"Hras_312_sas","Hras_312_sas",0,-8.83092383525402
"Hras_313_sas","Hras_313_sas",0,-6.78611325639685
"Hras_314_sas","Hras_314_sas",0,-6.09849130168694
"Hras_315_sas","Hras_315_sas",1,-0.979841204400587
"Hras_316_sas","Hras_316_sas",0,-7.72785625203363
"Hras_317_sas","Hras_317_sas",0,-8.29861892278864
"Hras_318_sas","Hras_318_sas",0,-7.39106399497347
"Hras_319_sas","Hras_319_sas",0,-5.79318534755698
"Hras_32_sas","Hras_32_sas",0,-7.31288295528436
"Hras_320_sas","Hras_320_sas",0,-3.22554129046818
"Hras_321_sas","Hras_321_sas",0,-8.06224242422107
"Hras_322_sas","Hras_322_sas",0,-6.67966888676161
"Hras_323_sas","Hras_323_sas",0,-5.95269350250907
"Hras_324_sas","Hras_324_sas",0,-6.11531046656493
"Hras_325_sas","Hras_325_sas",0,-7.8071248638447
"Hras_326_sas","Hras_326_sas",1,-0.338073514094074
"Hras_327_sas","Hras_327_sas",0,-7.59579952215034
"Hras_328_sas","Hras_328_sas",0,-7.9390374340066
"Hras_329_sas","Hras_329_sas",1,-0.0896400832470086
"Hras_33_sas","Hras_33_sas",0,-5.9344112773875
"Hras_330_sas","Hras_330_sas",0,-7.5135426324524
"Hras_331_sas","Hras_331_sas",0,-7.5619192488922
"Hras_332_sas","Hras_332_sas",1,-2.8073549220576
"Hras_333_sas","Hras_333_sas",0,-7.03865822294051
"Hras_334_sas","Hras_334_sas",0,-7.40839183968928
"Hras_335_sas","Hras_335_sas",0,-6.92252096971004
"Hras_336_sas","Hras_336_sas",0,-8.28714893140669
"Hras_337_sas","Hras_337_sas",0,-4.5618830059887
"Hras_338_sas","Hras_338_sas",0,-8.78904258670451
"Hras_339_sas","Hras_339_sas",0,-8.68846966080992
"Hras_34_sas","Hras_34_sas",0,-7.2938887581641
"Hras_340_sas","Hras_340_sas",0,-8.87068082279637
"Hras_341_sas","Hras_341_sas",0,-4.80568399485322
"Hras_342_sas","Hras_342_sas",0,-8.62290632063635
"Hras_343_sas","Hras_343_sas",0,-3.62973749522375
"Hras_344_sas","Hras_344_sas",0,-7.21391830172926
"Hras_345_sas","Hras_345_sas",0,-8.71130342896147
"Hras_346_sas","Hras_346_sas",0,-5.47123979825015
"Hras_347_sas","Hras_347_sas",0,-5.73635417187386
"Hras_348_sas","Hras_348_sas",0,-5.25399981578055
"Hras_349_sas","Hras_349_sas",0,-4.78696211463435
"Hras_35_sas","Hras_35_sas",0,-5.1822497393195
"Hras_350_sas","Hras_350_sas",0,-6.57859450675743
"Hras_351_sas","Hras_351_sas",0,-7.96322907956008
"Hras_352_sas","Hras_352_sas",0,-7.64205056299854
"Hras_353_sas","Hras_353_sas",0,-4.43112070761685
"Hras_354_sas","Hras_354_sas",0,-8.03237138237513
"Hras_355_sas","Hras_355_sas",0,-8.29680498081518
"Hras_356_sas","Hras_356_sas",0,-7.52168455697884
"Hras_357_sas","Hras_357_sas",0,-3.59067220178114
"Hras_358_sas","Hras_358_sas",0,-6.6702727896562
"Hras_359_sas","Hras_359_sas",0,-7.11049142554089
"Hras_36_sas","Hras_36_sas",0,-5.87241691874977
"Hras_360_sas","Hras_360_sas",0,-7.09274746210543
"Hras_361_sas","Hras_361_sas",0,-7.84445296530636
"Hras_362_sas","Hras_362_sas",0,-8.8629859791289
"Hras_363_sas","Hras_363_sas",0,-7.58245346333784
"Hras_364_sas","Hras_364_sas",0,-8.02622034431438
"Hras_365_sas","Hras_365_sas",0,-8.13777127804336
"Hras_366_sas","Hras_366_sas",0,-7.57693432761162
"Hras_367_sas","Hras_367_sas",0,-6.75451634315325
"Hras_368_sas","Hras_368_sas",0,-7.15288838445491
"Hras_369_sas","Hras_369_sas",0,-6.83088904888599
"Hras_37_sas","Hras_37_sas",0,-7.35623663188876
"Hras_370_sas","Hras_370_sas",0,-6.25599983472073
"Hras_371_sas","Hras_371_sas",0,-6.34259339829767
"Hras_372_sas","Hras_372_sas",0,-4.77537339269162
"Hras_373_sas","Hras_373_sas",0,-5.44208525955422
"Hras_374_sas","Hras_374_sas",0,-6.49717671842943
"Hras_375_sas","Hras_375_sas",0,-7.49518496147018
"Hras_376_sas","Hras_376_sas",0,-6.16237155524721
"Hras_377_sas","Hras_377_sas",0,-5.66237155524721
"Hras_378_sas","Hras_378_sas",0,-3.98096597958324
"Hras_379_sas","Hras_379_sas",1,-2.32036673600841
"Hras_38_sas","Hras_38_sas",0,-7.43453181335911
"Hras_380_sas","Hras_380_sas",0,-7.85459576832638
"Hras_381_sas","Hras_381_sas",0,-7.14060280030393
"Hras_382_sas","Hras_382_sas",0,-6.7338027750415
"Hras_383_sas","Hras_383_sas",0,-7.21913602806242
"Hras_384_sas","Hras_384_sas",0,-7.68227253755342
"Hras_385_sas","Hras_385_sas",0,-7.53409523411724
"Hras_386_sas","Hras_386_sas",0,-6.30366515687481
"Hras_387_sas","Hras_387_sas",0,-3.18577943130598
"Hras_388_sas","Hras_388_sas",0,-3.15459989502222
"Hras_389_sas","Hras_389_sas",0,-6.57367818574938
"Hras_39_sas","Hras_39_sas",0,-8.10465052301707
"Hras_390_sas","Hras_390_sas",1,0.364603179686199
"Hras_391_sas","Hras_391_sas",0,-5.36770698081147
"Hras_392_sas","Hras_392_sas",0,-8.01718455785337
"Hras_393_sas","Hras_393_sas",0,-8.20364218182057
"Hras_394_sas","Hras_394_sas",1,1.83676482209853
"Hras_395_sas","Hras_395_sas",0,-8.31287582195214
"Hras_396_sas","Hras_396_sas",0,-8.19333542981881
"Hras_397_sas","Hras_397_sas",0,-7.83750988521918
"Hras_398_sas","Hras_398_sas",0,-5.89354316227581
"Hras_399_sas","Hras_399_sas",0,-6.35712275883306
"Hras_40_sas","Hras_40_sas",0,-6.91108623073809
"Hras_400_sas","Hras_400_sas",0,-6.99252070167158
"Hras_401_sas","Hras_401_sas",0,-8.16736359953352
"Hras_402_sas","Hras_402_sas",1,-2.38196632088324
"Hras_403_sas","Hras_403_sas",0,-8.69229913789271
"Hras_404_sas","Hras_404_sas",0,-8.62114047515122
"Hras_405_sas","Hras_405_sas",1,0.0661466363814061
"Hras_406_sas","Hras_406_sas",0,-7.43830643362429
"Hras_407_sas","Hras_407_sas",1,0.379807556198571
"Hras_408_sas","Hras_408_sas",1,-0.4824171859331
"Hras_409_sas","Hras_409_sas",0,-8.09768610370137
"Hras_41_sas","Hras_41_sas",0,-6.93073733756289
"Hras_410_sas","Hras_410_sas",0,-8.15788435905679
"Hras_411_sas","Hras_411_sas",0,-8.06815514191947
"Hras_412_sas","Hras_412_sas",0,-8.70539956526525
"Hras_413_sas","Hras_413_sas",0,-3.10011719410002
"Hras_414_sas","Hras_414_sas",0,-4.95801300164583
"Hras_415_sas","Hras_415_sas",0,-4.88552015865384
"Hras_416_sas","Hras_416_sas",0,-3.77136713266593
"Hras_417_sas","Hras_417_sas",0,-6.50796883665461
"Hras_418_sas","Hras_418_sas",0,-8.91165873867788
"Hras_419_sas","Hras_419_sas",0,-6.56710313430445
"Hras_42_sas","Hras_42_sas",0,-7.83227919678288
"Hras_420_sas","Hras_420_sas",1,-2.26480008897668
"Hras_421_sas","Hras_421_sas",0,-9.88113748472404
"Hras_422_sas","Hras_422_sas",0,-8.28076331206824
"Hras_423_sas","Hras_423_sas",0,-8.60633368225917
"Hras_424_sas","Hras_424_sas",1,-0.792481250360578
"Hras_425_sas","Hras_425_sas",0,-7.46198868448562
"Hras_426_sas","Hras_426_sas",0,-7.11267904322726
"Hras_427_sas","Hras_427_sas",0,-7.67905085372042
"Hras_428_sas","Hras_428_sas",0,-8.42086201888217
"Hras_429_sas","Hras_429_sas",0,-7.26593438758878
"Hras_43_sas","Hras_43_sas",0,-8.01808680627674
"Hras_430_sas","Hras_430_sas",0,-6.98868468677217
"Hras_431_sas","Hras_431_sas",0,-7.10806977821257
"Hras_432_sas","Hras_432_sas",0,-6.05524165490811
"Hras_433_sas","Hras_433_sas",0,-4.12869392134633
"Hras_434_sas","Hras_434_sas",0,-6.80528175196252
"Hras_435_sas","Hras_435_sas",0,-4.12869392134633
"Hras_436_sas","Hras_436_sas",0,-6.61440934524794
"Hras_437_sas","Hras_437_sas",0,-7.3662957179825
"Hras_438_sas","Hras_438_sas",0,-6.34412515456659
"Hras_439_sas","Hras_439_sas",0,-3.80366515687481
"Hras_44_sas","Hras_44_sas",1,-1.75601548913365
"Hras_440_sas","Hras_440_sas",0,-6.65814076587311
"Hras_441_sas","Hras_441_sas",0,-6.4305434529977
"Hras_442_sas","Hras_442_sas",1,-2.80634841174971
"Hras_443_sas","Hras_443_sas",0,-6.23303823069813
"Hras_444_sas","Hras_444_sas",0,-6.1269237424937
"Hras_445_sas","Hras_445_sas",1,-2.77129676416325
"Hras_446_sas","Hras_446_sas",1,2.97970498561882
"Hras_447_sas","Hras_447_sas",1,1.32376717468589
"Hras_448_sas","Hras_448_sas",0,-7.45518082930156
"Hras_449_sas","Hras_449_sas",1,-1.98937149500286
"Hras_45_sas","Hras_45_sas",0,-7.84886389130324
"Hras_450_sas","Hras_450_sas",1,-1.38837733497679
"Hras_451_sas","Hras_451_sas",1,2.72670974724636
"Hras_452_sas","Hras_452_sas",1,-0.0544629199595903
"Hras_453_sas","Hras_453_sas",1,2.0984666087743
"Hras_454_sas","Hras_454_sas",0,-5.98616009723917
"Hras_455_sas","Hras_455_sas",0,-5.52336208957518
"Hras_456_sas","Hras_456_sas",1,3.18546458606368
"Hras_457_sas","Hras_457_sas",0,-3.22283646414545
"Hras_458_sas","Hras_458_sas",1,1.84314118119033
"Hras_459_sas","Hras_459_sas",0,-9.17781473292753
"Hras_46_sas","Hras_46_sas",0,-6.00508920201027
"Hras_460_sas","Hras_460_sas",0,-9.89838579896728
"Hras_461_sas","Hras_461_sas",0,-6.24021151652441
"Hras_462_sas","Hras_462_sas",0,-3.83730323421915
"Hras_463_sas","Hras_463_sas",0,-5.25379760382597
"Hras_464_sas","Hras_464_sas",0,-3.0046562316155
"Hras_465_sas","Hras_465_sas",0,-10.2228570319794
"Hras_466_sas","Hras_466_sas",0,-7.91146795318008
"Hras_467_sas","Hras_467_sas",0,-9.80776093953595
"Hras_468_sas","Hras_468_sas",0,-5.84632576134678
"Hras_469_sas","Hras_469_sas",0,-8.74323683710116
"Hras_47_sas","Hras_47_sas",0,-4.02764121775059
"Hras_470_sas","Hras_470_sas",0,-8.72037782086348
"Hras_471_sas","Hras_471_sas",0,-7.69615871138938
"Hras_472_sas","Hras_472_sas",0,-6.26569073025816
"Hras_473_sas","Hras_473_sas",1,-1.04750655743011
"Hras_474_sas","Hras_474_sas",0,-6.84412515456659
"Hras_475_sas","Hras_475_sas",0,-6.60624819259697
"Hras_476_sas","Hras_476_sas",1,0.587946979618279
"Hras_477_sas","Hras_477_sas",0,-4.62869392134633
"Hras_478_sas","Hras_478_sas",1,-0.0941108142305804
"Hras_479_sas","Hras_479_sas",1,-1.80505656522835
"Hras_48_sas","Hras_48_sas",0,-7.35706908514574
"Hras_480_sas","Hras_480_sas",1,1.2351563921237
"Hras_481_sas","Hras_481_sas",1,-1.08013535471433
"Hras_482_sas","Hras_482_sas",0,-7.64508143939214
"Hras_483_sas","Hras_483_sas",0,-4.56095174328968
"Hras_484_sas","Hras_484_sas",0,-7.74780261559539
"Hras_485_sas","Hras_485_sas",1,-2.33197687956589
"Hras_486_sas","Hras_486_sas",0,-4.38243579536805
"Hras_487_sas","Hras_487_sas",0,-7.55817198061873
"Hras_488_sas","Hras_488_sas",0,-4.29526233762011
"Hras_489_sas","Hras_489_sas",0,-5.30005257725826
"Hras_49_sas","Hras_49_sas",0,-5.4363374401353
"Hras_490_sas","Hras_490_sas",0,-6.46370380647452
"Hras_491_sas","Hras_491_sas",1,0.442810989427433
"Hras_492_sas","Hras_492_sas",1,-1.20039229070951
"Hras_493_sas","Hras_493_sas",1,1.57210967273906
"Hras_494_sas","Hras_494_sas",1,1.28425480933994
"Hras_495_sas","Hras_495_sas",0,-8.4049154593684
"Hras_496_sas","Hras_496_sas",0,-7.69615871138938
"Hras_497_sas","Hras_497_sas",0,-7.03940897498099
"Hras_498_sas","Hras_498_sas",0,-7.30574297162046
"Hras_499_sas","Hras_499_sas",0,-3.54373142062517
"Hras_50_sas","Hras_50_sas",1,1.26978097021455
"Hras_500_sas","Hras_500_sas",0,-6.68097188686762
"Hras_501_sas","Hras_501_sas",0,-4.32192809488736
"Hras_502_sas","Hras_502_sas",0,-6.80076933796992
"Hras_503_sas","Hras_503_sas",1,0.175767278486342
"Hras_504_sas","Hras_504_sas",0,-7.30375185208799
"Hras_505_sas","Hras_505_sas",0,-6.2938887581641
"Hras_506_sas","Hras_506_sas",1,0.515904142948985
"Hras_507_sas","Hras_507_sas",0,-5.02164704248106
"Hras_508_sas","Hras_508_sas",0,-8.2945036802793
"Hras_509_sas","Hras_509_sas",0,-7.63791675500674
"Hras_51_sas","Hras_51_sas",0,-7.84289453580845
"Hras_510_sas","Hras_510_sas",1,0.10412951984663
"Hras_511_sas","Hras_511_sas",1,-0.930457813860542
"Hras_512_sas","Hras_512_sas",0,-7.74892591847556
"Hras_513_sas","Hras_513_sas",1,-2.87615447903085
"Hras_514_sas","Hras_514_sas",0,-6.3103390210677
"Hras_515_sas","Hras_515_sas",0,-3.66900315145047
"Hras_516_sas","Hras_516_sas",1,2.53431137466738
"Hras_517_sas","Hras_517_sas",1,-1.01344691813784
"Hras_518_sas","Hras_518_sas",0,-7.61666004136541
"Hras_519_sas","Hras_519_sas",0,-6.36417285735549
"Hras_52_sas","Hras_52_sas",0,-4.92751131552713
"Hras_520_sas","Hras_520_sas",1,-2.86159422782669
"Hras_521_sas","Hras_521_sas",0,-6.88698168421678
"Hras_522_sas","Hras_522_sas",0,-6.48099611546445
"Hras_523_sas","Hras_523_sas",0,-7.32689837404944
"Hras_524_sas","Hras_524_sas",0,-7.20615260247764
"Hras_525_sas","Hras_525_sas",0,-5.08999743002995
"Hras_526_sas","Hras_526_sas",0,-7.72111539093578
"Hras_527_sas","Hras_527_sas",0,-6.3315566542279
"Hras_528_sas","Hras_528_sas",0,-4.63272106125916
"Hras_529_sas","Hras_529_sas",0,-7.76379959017259
"Hras_53_sas","Hras_53_sas",0,-3.67324075566564
"Hras_530_sas","Hras_530_sas",0,-8.7095027622795
"Hras_531_sas","Hras_531_sas",0,-6.60152102778123
"Hras_532_sas","Hras_532_sas",0,-8.03882512426482
"Hras_533_sas","Hras_533_sas",1,0.655202074509909
"Hras_534_sas","Hras_534_sas",0,-5.11409473558077
"Hras_535_sas","Hras_535_sas",0,-4.78866121925951
"Hras_54_sas","Hras_54_sas",0,-9.1150289870591
"Hras_55_sas","Hras_55_sas",0,-10.1369632333985
"Hras_56_sas","Hras_56_sas",1,-0.604786320491367
"Hras_57_sas","Hras_57_sas",1,-2.32648458865078
"Hras_58_sas","Hras_58_sas",0,-4.47238238063482
"Hras_59_sas","Hras_59_sas",0,-7.01016755732504
"Hras_60_sas","Hras_60_sas",0,-7.55147994295506
"Hras_61_sas","Hras_61_sas",1,0.108598629465712
"Hras_62_sas","Hras_62_sas",1,2.26477739942361
"Hras_63_sas","Hras_63_sas",0,-4.16918870898642
"Hras_64_sas","Hras_64_sas",1,1.32521081284685
"Hras_65_sas","Hras_65_sas",1,-2.54440109189757
"Hras_66_sas","Hras_66_sas",0,-8.22108298611466
"Hras_67_sas","Hras_67_sas",0,-8.91215620259225
"Hras_68_sas","Hras_68_sas",0,-5.60020411301297
"Hras_69_sas","Hras_69_sas",0,-7.98777846414744
"Hras_70_sas","Hras_70_sas",0,-7.58466892393128
"Hras_71_sas","Hras_71_sas",0,-3.45029007586494
"Hras_72_sas","Hras_72_sas",1,0.0733429818252276
"Hras_73_sas","Hras_73_sas",0,-8.10052590715163
"Hras_74_sas","Hras_74_sas",1,-0.112646718932853
"Hras_75_sas","Hras_75_sas",1,-1.73679382430697
"Hras_76_sas","Hras_76_sas",0,-3.26397686258709
"Hras_77_sas","Hras_77_sas",0,-4.68065206973959
"Hras_78_sas","Hras_78_sas",0,-9.25520438265862
"Hras_79_sas","Hras_79_sas",0,-7.32918544740359
"Hras_80_sas","Hras_80_sas",0,-8.80245756574993
"Hras_81_sas","Hras_81_sas",0,-8.36830666534729
"Hras_82_sas","Hras_82_sas",0,-6.26753134976514
"Hras_83_sas","Hras_83_sas",0,-7.98045347688286
"Hras_84_sas","Hras_84_sas",0,-8.02582751999835
"Hras_85_sas","Hras_85_sas",0,-5.00805416881266
"Hras_86_sas","Hras_86_sas",0,-5.78237505404912
"Hras_87_sas","Hras_87_sas",1,1.39740771106595
"Hras_88_sas","Hras_88_sas",0,-4.72039264682474
"Hras_89_sas","Hras_89_sas",1,0.76106360316542
"Hras_90_sas","Hras_90_sas",1,0.602639755496062
"Hras_91_sas","Hras_91_sas",0,-10.1514165042363
"Hras_92_sas","Hras_92_sas",0,-6.64302818486479
"Hras_93_sas","Hras_93_sas",0,-5.4249899742815
"Hras_94_sas","Hras_94_sas",0,-8.78626130103984
"Hras_95_sas","Hras_95_sas",0,-5.80956739967051
"Hras_96_sas","Hras_96_sas",0,-8.09640646162279
"Hras_97_sas","Hras_97_sas",0,-8.83328538140974
"Hras_98_sas","Hras_98_sas",1,2.2600894104459
"Hras_99_sas","Hras_99_sas",0,-4.89924839016569
"Kras_100_sas","Kras_100_sas",1,-2.64270110943112
"Kras_1000_sas","Kras_1000_sas",0,-7.60392660361716
"Kras_1001_sas","Kras_1001_sas",1,-2.29507653455748
"Kras_1002_sas","Kras_1002_sas",0,-8.75778832604798
"Kras_1003_sas","Kras_1003_sas",0,-4.80718144233961
"Kras_1004_sas","Kras_1004_sas",0,-7.83848225079333
"Kras_1005_sas","Kras_1005_sas",0,-5.3388598208205
"Kras_1006_sas","Kras_1006_sas",0,-7.41940499285428
"Kras_1007_sas","Kras_1007_sas",0,-7.73112331712218
"Kras_1008_sas","Kras_1008_sas",0,-8.33150104404243
"Kras_1009_sas","Kras_1009_sas",0,-4.35258438127348
"Kras_101_sas","Kras_101_sas",0,-3.95344529780426
"Kras_1010_sas","Kras_1010_sas",0,-5.31772230977336
"Kras_1011_sas","Kras_1011_sas",0,-7.98108651555485
"Kras_1012_sas","Kras_1012_sas",0,-7.95779966272222
"Kras_1013_sas","Kras_1013_sas",0,-7.00268069386138
"Kras_1014_sas","Kras_1014_sas",0,-3.02098529613627
"Kras_1015_sas","Kras_1015_sas",0,-8.12943021570488
"Kras_1016_sas","Kras_1016_sas",0,-3.47878262624562
"Kras_1017_sas","Kras_1017_sas",0,-3.6691401501474
"Kras_1018_sas","Kras_1018_sas",0,-7.53897113125256
"Kras_1019_sas","Kras_1019_sas",1,-2.23351352440319
"Kras_102_sas","Kras_102_sas",0,-3.45344529780426
"Kras_1020_sas","Kras_1020_sas",0,-8.87961251379748
"Kras_1021_sas","Kras_1021_sas",0,-8.64199632430379
"Kras_1022_sas","Kras_1022_sas",0,-9.07942316568881
"Kras_1023_sas","Kras_1023_sas",0,-8.0697756761994
"Kras_1024_sas","Kras_1024_sas",1,0.453592010068038
"Kras_1025_sas","Kras_1025_sas",0,-5.71541942747315
"Kras_1026_sas","Kras_1026_sas",0,-8.97283622003528
"Kras_1027_sas","Kras_1027_sas",0,-5.91581196841038
"Kras_1028_sas","Kras_1028_sas",0,-5.54295368737415
"Kras_1029_sas","Kras_1029_sas",1,1.51295854133679
"Kras_103_sas","Kras_103_sas",1,-2.08496250072116
"Kras_1030_sas","Kras_1030_sas",1,-1.18586735172693
"Kras_1031_sas","Kras_1031_sas",0,-7.06103651205577
"Kras_1032_sas","Kras_1032_sas",1,0.837078055934823
"Kras_1033_sas","Kras_1033_sas",1,0.582756907329264
"Kras_1034_sas","Kras_1034_sas",1,0.846550257343125
"Kras_1035_sas","Kras_1035_sas",0,-3.75141963990485
"Kras_1036_sas","Kras_1036_sas",0,-9.44559518390173
"Kras_1037_sas","Kras_1037_sas",1,-0.243808694406894
"Kras_1038_sas","Kras_1038_sas",0,-5.77011078496695
"Kras_1039_sas","Kras_1039_sas",0,-7.32333560269089
"Kras_104_sas","Kras_104_sas",1,-2.79248125036058
"Kras_1040_sas","Kras_1040_sas",0,-10.0758328464133
"Kras_1041_sas","Kras_1041_sas",1,-2.48039831340973
"Kras_1042_sas","Kras_1042_sas",1,2.0271133782689
"Kras_1043_sas","Kras_1043_sas",0,-7.19055701222801
"Kras_1044_sas","Kras_1044_sas",0,-7.86486094403482
"Kras_1045_sas","Kras_1045_sas",0,-6.31365294025742
"Kras_1046_sas","Kras_1046_sas",1,0.141616065375873
"Kras_1047_sas","Kras_1047_sas",0,-5.98877524644971
"Kras_1048_sas","Kras_1048_sas",0,-3.37136810037403
"Kras_1049_sas","Kras_1049_sas",1,-0.356134098271784
"Kras_105_sas","Kras_105_sas",0,-3.14270110943112
"Kras_1050_sas","Kras_1050_sas",0,-6.92971192838638
"Kras_1051_sas","Kras_1051_sas",0,-8.4681776567202
"Kras_1052_sas","Kras_1052_sas",0,-9.20501032588036
"Kras_1053_sas","Kras_1053_sas",0,-7.30565171196699
"Kras_1054_sas","Kras_1054_sas",0,-9.58573990186767
"Kras_1055_sas","Kras_1055_sas",0,-9.60503124162011
"Kras_1056_sas","Kras_1056_sas",0,-6.42397181883055
"Kras_1057_sas","Kras_1057_sas",0,-7.14152350012302
"Kras_1058_sas","Kras_1058_sas",1,-2.84500738279626
"Kras_1059_sas","Kras_1059_sas",0,-4.77537339269162
"Kras_106_sas","Kras_106_sas",0,-3.89067985676233
"Kras_1060_sas","Kras_1060_sas",1,-1.23319120440678
"Kras_1061_sas","Kras_1061_sas",1,-2.77494836695073
